03/07/2021 08:20:53 AM Temp: 72.3 F / 22.4 C    Humidity: 48.0% 
03/21/2021 04:49:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 04:50:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 04:51:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 04:52:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 04:53:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 04:54:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 04:55:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 04:56:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 04:57:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 04:58:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 04:59:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:00:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:01:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:02:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:03:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:04:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:05:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:06:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:07:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:08:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:09:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:10:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:11:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:12:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:13:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:14:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:15:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:16:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 05:17:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:18:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 05:19:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.8% 
03/21/2021 05:20:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:21:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:22:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.8% 
03/21/2021 05:23:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.6% 
03/21/2021 05:24:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.5% 
03/21/2021 05:25:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.6% 
03/21/2021 05:26:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.8% 
03/21/2021 05:27:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:28:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 05:29:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.6% 
03/21/2021 05:30:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.5% 
03/21/2021 05:31:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.4% 
03/21/2021 05:32:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.2% 
03/21/2021 05:33:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.1% 
03/21/2021 05:34:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.1% 
03/21/2021 05:35:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.0% 
03/21/2021 05:36:02 AM Temp: 68.7 F / 20.4 C    Humidity: 34.9% 
03/21/2021 05:37:02 AM Temp: 68.7 F / 20.4 C    Humidity: 34.8% 
03/21/2021 05:38:02 AM Temp: 68.9 F / 20.5 C    Humidity: 34.8% 
03/21/2021 05:39:02 AM Temp: 68.9 F / 20.5 C    Humidity: 34.8% 
03/21/2021 05:40:01 AM Temp: 68.9 F / 20.5 C    Humidity: 34.9% 
03/21/2021 05:41:01 AM Temp: 68.9 F / 20.5 C    Humidity: 34.9% 
03/21/2021 05:42:01 AM Temp: 68.9 F / 20.5 C    Humidity: 34.9% 
03/21/2021 05:43:01 AM Temp: 68.9 F / 20.5 C    Humidity: 34.8% 
03/21/2021 05:44:01 AM Temp: 68.9 F / 20.5 C    Humidity: 34.8% 
03/21/2021 05:45:01 AM Temp: 68.7 F / 20.4 C    Humidity: 34.7% 
03/21/2021 05:46:01 AM Temp: 68.7 F / 20.4 C    Humidity: 34.9% 
03/21/2021 05:47:01 AM Temp: 68.7 F / 20.4 C    Humidity: 34.9% 
03/21/2021 05:48:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.0% 
03/21/2021 05:49:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.2% 
03/21/2021 05:50:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.3% 
03/21/2021 05:51:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.5% 
03/21/2021 05:52:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.5% 
03/21/2021 05:53:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.6% 
03/21/2021 05:54:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 05:55:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 05:56:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 05:57:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 05:58:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 05:59:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.9% 
03/21/2021 06:00:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:01:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:02:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 06:03:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:04:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:05:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:06:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:07:02 AM error occured
03/21/2021 06:07:02 AM Checksum did not validate. Try again.
03/21/2021 06:08:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:09:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.9% 
03/21/2021 06:10:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.8% 
03/21/2021 06:11:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 06:12:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 06:13:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 06:14:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 06:15:01 AM Temp: 68.7 F / 20.4 C    Humidity: 35.7% 
03/21/2021 06:16:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:17:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:18:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:19:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:20:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:21:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:22:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:23:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:24:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:25:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:26:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:27:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 06:28:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:29:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:30:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 06:31:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 06:32:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.8% 
03/21/2021 06:33:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.7% 
03/21/2021 06:34:02 AM Temp: 68.4 F / 20.2 C    Humidity: 35.9% 
03/21/2021 06:35:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:36:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.6% 
03/21/2021 06:37:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.6% 
03/21/2021 06:38:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.6% 
03/21/2021 06:39:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:40:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.7% 
03/21/2021 06:41:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.6% 
03/21/2021 06:42:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.5% 
03/21/2021 06:43:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.5% 
03/21/2021 06:44:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.4% 
03/21/2021 06:45:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.4% 
03/21/2021 06:46:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.2% 
03/21/2021 06:47:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.1% 
03/21/2021 06:48:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.1% 
03/21/2021 06:49:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.3% 
03/21/2021 06:50:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.3% 
03/21/2021 06:51:01 AM Temp: 68.4 F / 20.2 C    Humidity: 35.3% 
03/21/2021 06:52:01 AM Temp: 68.5 F / 20.3 C    Humidity: 35.3% 
03/21/2021 06:53:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.2% 
03/21/2021 06:54:02 AM Temp: 68.5 F / 20.3 C    Humidity: 35.1% 
03/21/2021 06:55:02 AM Temp: 68.7 F / 20.4 C    Humidity: 35.0% 
03/21/2021 06:56:02 AM Temp: 68.7 F / 20.4 C    Humidity: 34.8% 
03/21/2021 06:57:02 AM Temp: 68.7 F / 20.4 C    Humidity: 34.7% 
03/21/2021 06:58:02 AM Temp: 68.9 F / 20.5 C    Humidity: 34.7% 
03/21/2021 06:59:02 AM Temp: 68.9 F / 20.5 C    Humidity: 34.6% 
03/21/2021 07:00:02 AM Temp: 68.9 F / 20.5 C    Humidity: 34.5% 
03/21/2021 07:01:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.4% 
03/21/2021 07:02:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.4% 
03/21/2021 07:03:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.3% 
03/21/2021 07:04:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.2% 
03/21/2021 07:05:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.2% 
03/21/2021 07:06:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.1% 
03/21/2021 07:07:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.1% 
03/21/2021 07:08:01 AM Temp: 69.4 F / 20.8 C    Humidity: 34.1% 
03/21/2021 07:09:01 AM Temp: 69.4 F / 20.8 C    Humidity: 34.0% 
03/21/2021 07:10:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.0% 
03/21/2021 07:11:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.0% 
03/21/2021 07:12:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.0% 
03/21/2021 07:13:01 AM Temp: 69.6 F / 20.9 C    Humidity: 33.9% 
03/21/2021 07:14:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.0% 
03/21/2021 07:15:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.0% 
03/21/2021 07:16:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.0% 
03/21/2021 07:17:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.1% 
03/21/2021 07:18:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.1% 
03/21/2021 07:19:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.1% 
03/21/2021 07:20:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.2% 
03/21/2021 07:21:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.2% 
03/21/2021 07:22:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.2% 
03/21/2021 07:23:01 AM Temp: 69.6 F / 20.9 C    Humidity: 34.3% 
03/21/2021 07:24:01 AM Temp: 69.4 F / 20.8 C    Humidity: 34.2% 
03/21/2021 07:25:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.2% 
03/21/2021 07:26:02 AM Temp: 69.6 F / 20.9 C    Humidity: 34.3% 
03/21/2021 07:27:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.2% 
03/21/2021 07:28:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.3% 
03/21/2021 07:29:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.3% 
03/21/2021 07:30:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.3% 
03/21/2021 07:31:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.4% 
03/21/2021 07:32:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.4% 
03/21/2021 07:33:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.4% 
03/21/2021 07:34:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.5% 
03/21/2021 07:35:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.6% 
03/21/2021 07:36:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.6% 
03/21/2021 07:37:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.5% 
03/21/2021 07:38:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:39:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.5% 
03/21/2021 07:40:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:41:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:42:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:43:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:44:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:45:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:46:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:47:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 07:48:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 07:49:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 07:50:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 07:51:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 07:52:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 07:53:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 07:54:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 07:55:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 07:56:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 07:57:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.2% 
03/21/2021 07:58:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.2% 
03/21/2021 07:59:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.2% 
03/21/2021 08:00:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.2% 
03/21/2021 08:01:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.2% 
03/21/2021 08:02:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:03:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:04:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.3% 
03/21/2021 08:05:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.4% 
03/21/2021 08:06:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.5% 
03/21/2021 08:07:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 08:08:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:09:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:10:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 08:11:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:12:02 AM Temp: 69.4 F / 20.8 C    Humidity: 34.4% 
03/21/2021 08:13:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 08:14:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.5% 
03/21/2021 08:15:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:16:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:17:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:18:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:19:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:20:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:21:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:22:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.3% 
03/21/2021 08:23:01 AM Temp: 69.1 F / 20.6 C    Humidity: 34.3% 
03/21/2021 08:24:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.4% 
03/21/2021 08:25:01 AM Temp: 69.1 F / 20.6 C    Humidity: 34.4% 
03/21/2021 08:26:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.7% 
03/21/2021 08:27:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.8% 
03/21/2021 08:28:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.9% 
03/21/2021 08:29:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.9% 
03/21/2021 08:30:01 AM Temp: 69.3 F / 20.7 C    Humidity: 34.8% 
03/21/2021 08:31:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.7% 
03/21/2021 08:32:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.7% 
03/21/2021 08:33:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.7% 
03/21/2021 08:34:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.8% 
03/21/2021 08:35:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.8% 
03/21/2021 08:36:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.8% 
03/21/2021 08:37:02 AM Temp: 69.3 F / 20.7 C    Humidity: 34.9% 
03/21/2021 08:38:02 AM Temp: 69.1 F / 20.6 C    Humidity: 34.9% 
03/21/2021 08:39:02 AM Temp: 69.1 F / 20.6 C    Humidity: 35.1% 
03/21/2021 08:40:02 AM Temp: 69.3 F / 20.7 C    Humidity: 35.1% 
03/21/2021 08:41:02 AM Temp: 69.3 F / 20.7 C    Humidity: 35.3% 
03/21/2021 08:42:02 AM Temp: 69.3 F / 20.7 C    Humidity: 35.5% 
03/21/2021 08:43:02 AM Temp: 69.3 F / 20.7 C    Humidity: 35.4% 
03/21/2021 08:44:02 AM Temp: 69.4 F / 20.8 C    Humidity: 35.3% 
03/21/2021 08:45:02 AM Temp: 69.3 F / 20.7 C    Humidity: 35.3% 
03/21/2021 08:46:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.2% 
03/21/2021 08:47:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.3% 
03/21/2021 08:48:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.5% 
03/21/2021 08:49:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.4% 
03/21/2021 08:50:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.4% 
03/21/2021 08:51:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.4% 
03/21/2021 08:52:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.5% 
03/21/2021 08:53:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.8% 
03/21/2021 08:54:01 AM Temp: 69.3 F / 20.7 C    Humidity: 35.7% 
03/21/2021 08:55:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.8% 
03/21/2021 08:56:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.9% 
03/21/2021 08:57:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.8% 
03/21/2021 08:58:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.8% 
03/21/2021 08:59:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.9% 
03/21/2021 09:00:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.9% 
03/21/2021 09:01:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.8% 
03/21/2021 09:02:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.8% 
03/21/2021 09:03:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.0% 
03/21/2021 09:04:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.0% 
03/21/2021 09:05:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.1% 
03/21/2021 09:06:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.2% 
03/21/2021 09:07:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.2% 
03/21/2021 09:08:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.3% 
03/21/2021 09:09:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.3% 
03/21/2021 09:10:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.4% 
03/21/2021 09:11:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.5% 
03/21/2021 09:12:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.5% 
03/21/2021 09:13:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.6% 
03/21/2021 09:14:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.6% 
03/21/2021 09:15:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.8% 
03/21/2021 09:16:02 AM error occured
03/21/2021 09:16:02 AM Checksum did not validate. Try again.
03/21/2021 09:17:02 AM Temp: 69.4 F / 20.8 C    Humidity: 36.8% 
03/21/2021 09:18:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.8% 
03/21/2021 09:19:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.8% 
03/21/2021 09:20:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.7% 
03/21/2021 09:21:01 AM Temp: 69.6 F / 20.9 C    Humidity: 36.7% 
03/21/2021 09:22:01 AM Temp: 69.6 F / 20.9 C    Humidity: 36.5% 
03/21/2021 09:23:01 AM Temp: 69.6 F / 20.9 C    Humidity: 36.6% 
03/21/2021 09:24:01 AM Temp: 69.6 F / 20.9 C    Humidity: 36.5% 
03/21/2021 09:25:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.1% 
03/21/2021 09:26:01 AM Temp: 69.4 F / 20.8 C    Humidity: 36.0% 
03/21/2021 09:27:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.9% 
03/21/2021 09:28:01 AM Temp: 69.4 F / 20.8 C    Humidity: 35.9% 
03/21/2021 09:29:01 AM Temp: 69.6 F / 20.9 C    Humidity: 35.8% 
03/21/2021 09:30:01 AM Temp: 69.6 F / 20.9 C    Humidity: 35.6% 
03/21/2021 09:31:01 AM Temp: 69.8 F / 21.0 C    Humidity: 35.6% 
03/21/2021 09:32:01 AM Temp: 69.8 F / 21.0 C    Humidity: 35.4% 
03/21/2021 09:33:01 AM Temp: 69.8 F / 21.0 C    Humidity: 35.3% 
03/21/2021 09:34:01 AM Temp: 69.8 F / 21.0 C    Humidity: 35.2% 
03/21/2021 09:35:01 AM Temp: 70.0 F / 21.1 C    Humidity: 35.2% 
03/21/2021 09:36:02 AM Temp: 70.0 F / 21.1 C    Humidity: 35.1% 
03/21/2021 09:37:02 AM Temp: 70.0 F / 21.1 C    Humidity: 35.2% 
03/21/2021 09:38:02 AM Temp: 70.0 F / 21.1 C    Humidity: 35.4% 
03/21/2021 09:39:02 AM Temp: 70.0 F / 21.1 C    Humidity: 35.6% 
03/21/2021 09:40:02 AM Temp: 70.0 F / 21.1 C    Humidity: 35.9% 
03/21/2021 09:41:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.0% 
03/21/2021 09:42:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.1% 
03/21/2021 09:43:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.3% 
03/21/2021 09:44:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.2% 
03/21/2021 09:45:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.5% 
03/21/2021 09:46:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.5% 
03/21/2021 09:47:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.6% 
03/21/2021 09:48:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.7% 
03/21/2021 09:49:02 AM Temp: 70.0 F / 21.1 C    Humidity: 36.7% 
03/21/2021 09:50:01 AM Temp: 70.0 F / 21.1 C    Humidity: 36.7% 
03/21/2021 09:51:01 AM Temp: 69.8 F / 21.0 C    Humidity: 36.6% 
03/21/2021 09:52:01 AM Temp: 70.0 F / 21.1 C    Humidity: 36.5% 
03/21/2021 09:53:01 AM Temp: 70.0 F / 21.1 C    Humidity: 36.5% 
03/21/2021 09:54:01 AM Temp: 70.0 F / 21.1 C    Humidity: 36.6% 
03/21/2021 09:55:01 AM Temp: 70.0 F / 21.1 C    Humidity: 36.4% 
03/21/2021 09:56:01 AM Temp: 70.2 F / 21.2 C    Humidity: 36.5% 
03/21/2021 09:57:01 AM Temp: 70.0 F / 21.1 C    Humidity: 36.5% 
